perm,dR2_AA,dR2_3Di
0,0.0002385156827644508,7.850371769513309e-05
1,4.256390584544967e-06,0.000972464998225786
2,1.8110423949835308e-05,4.685715829122472e-06
3,0.00027482243948206975,3.076302166105105e-05
4,0.00024588015938409313,0.00028444981261999125
5,4.980368639717625e-08,3.2157015678158096e-05
6,0.0008326686440539577,0.0004704763806789858
7,0.00075070482441153,0.00012480902277156591
8,0.0003906051523031584,1.6420261660599067e-05
9,0.0005198646205164525,0.00034669030577383353
10,2.7376418278213244e-05,0.00010054168195672286
11,9.44232772536191e-05,0.0017796777598739766
12,0.0004337120111621573,1.6063560038914737e-05
13,2.795547083800365e-05,0.00028802375057424
14,4.9696181295688646e-05,0.001688228999365382
15,4.781089541938677e-06,3.014280241231404e-05
16,1.403153663148693e-06,8.539716409572407e-07
17,0.00031828948459122763,7.842526210188883e-05
18,4.8488308585170614e-05,2.7901859593781886e-05
19,0.0005649318461834474,1.268774847285048e-05
20,0.00019621622748111633,0.00018285263438810873
21,0.00016717593877946246,5.6121298906530726e-05
22,1.5690288923453366e-05,1.8823969033521237e-06
23,9.29618336987792e-05,0.0006324738971179578
24,0.0004189912815772967,0.0009597060131327773
25,0.0007336779384790049,0.00021657801908159247
26,0.0002178418198121035,7.176087591842517e-05
27,1.251540210267521e-05,0.002317543355374818
28,0.00044691687141074077,5.312988639782912e-05
29,3.99789360900904e-05,0.0025491897820706377
30,1.4291813071443116e-05,2.145624642957422e-06
31,5.249070790580568e-06,6.857824150441338e-06
32,0.0002958839526174817,0.0007382040754486674
33,7.030030580434943e-05,5.3875561159211216e-05
34,0.00043760985482155235,7.272807584368657e-05
35,3.174784770010319e-05,1.7161800642928604e-05
36,0.0005203300511479325,0.00043085897428207787
37,0.0004606759602334698,0.00047204301023728856
38,5.759835932539481e-06,0.0010783015589508338
39,5.9590240112039616e-05,9.066095370990901e-06
40,2.680823363454543e-05,0.0006631009802099408
41,0.002100327597549745,7.485666463658003e-05
42,0.00010336496969354236,0.00023908630849378554
43,0.000437056858330398,0.00032831622621898315
44,0.00027463212102807333,0.00032748088652290175
45,2.4815043083714627e-05,0.0003076310533879356
46,0.0001956545322261416,0.0013769321520847866
47,0.0008899211581563371,7.801506662907798e-09
48,0.00020285903544203787,1.5099063697787685e-05
49,0.004730689688190903,0.0006475318604421965
50,0.0005217074247132469,0.00023771375894920954
51,0.0005344967235317855,3.812247518220069e-06
52,1.4313179599434456e-05,0.00023997488459825966
53,0.00014865073416847618,9.16389828337083e-05
54,4.098105992633716e-05,2.804885547302849e-05
55,3.291027759810827e-05,0.0017152156239350624
56,1.9378557137517127e-05,9.760356188315278e-05
57,0.0014794006059817288,0.002293509507007241
58,0.0008536304292732222,1.3104266319396984e-05
59,0.00016964840076727494,9.912064295236611e-05
60,1.2672917602873923e-05,0.0004052637284781557
61,0.00011263211273848661,0.0007434318814011354
62,6.910642607382833e-06,0.0009386902209369552
63,0.0003822235536874441,0.0003866788132383947
64,0.00010403676640013959,6.467087851091957e-05
65,7.737471467983426e-07,0.00048026000067569186
66,0.0007123900453100962,0.001209037966726778
67,0.0001544934446987556,0.000426457775570932
68,0.0002373534715601755,0.0004211314901830798
69,0.00029619627410737426,5.248300401128336e-05
70,0.0006941494721431907,0.0004446187297962867
71,1.0948634884933028e-05,3.961751865322327e-05
72,0.0005177375780156535,0.0006132089583334999
73,0.0003960232626666338,0.0022367826194396034
74,0.00010610098158325698,0.0006031579666626596
75,9.383530321649403e-05,1.3445121448740771e-05
76,1.4498714786537192e-06,0.0014630098440142625
77,0.00019020695134086552,0.00033593067970127954
78,0.0011610915342320505,0.0006686505877431248
79,0.00024083138216879352,6.724543810676664e-09
80,0.0006773674464636281,0.001514416900503246
81,0.001288609849890432,0.00012759876869883335
82,2.8109599204739766e-05,0.0001496733985751897
83,0.0009137681674007414,5.292347309282519e-07
84,0.00015021274455095934,7.987776553197712e-06
85,3.484104509043906e-05,0.00017885678972529018
86,0.00023298337758870247,0.0011375775939810318
87,0.001864434928448011,9.588549210415298e-05
88,0.00019423901014659073,0.0011087653835785138
89,0.0001377025103709295,1.3646659520416549e-05
90,1.793130085903094e-05,5.3209467193116033e-05
91,6.538361361707601e-05,0.00023390374844456385
92,0.0002548275115465959,0.0007293842865647715
93,0.0019463529910539457,0.00024645907306430903
94,5.512757869441387e-05,0.0011747080784340058
95,0.0021409316420024638,0.00038838175003241826
96,1.9976472873439732e-05,0.00022703388883427156
97,2.0731682179198074e-05,0.0007185757134142712
98,8.101103631674711e-05,1.9473296171468313e-05
99,0.00020130735304479952,0.0001113344520803361
