# E2a C_far diagnosis. Pre-registered outcomes:
# - D1 monotonic AND D3 distance-decaying -> graded long-range contribution.
# - D2 |delta| ~0 AND D1 flat -> artifact, drop C_far from Exp 2 reporting.
# - Mixed -> unresolved; flag in writeup.
protein,anchor_pos,radius,alpha_full,c0_alpha_norm,diagnostic,subcond,k_far,ref,ref_alpha_norm,alpha,alpha_norm,delta_alpha_norm,argmax_pos,argmax_preserved,mean_dist_to_anchor,positions
4MZCA,22,15,1.5853015184402466,0.5224241911082573,D1,k_far=2,2,C0,0.5224241911082573,1.262682557106018,0.7964936275014433,0.27406943639318593,22,1,21.5,0;1
4MZCA,22,15,1.5853015184402466,0.5224241911082573,D1,k_far=4,4,C0,0.5224241911082573,1.4276314973831177,0.9005425660525085,0.37811837494425116,22,1,20.5,0;1;2;3
4MZCA,22,15,1.5853015184402466,0.5224241911082573,D1,k_far=8,8,C0,0.5224241911082573,1.5643154382705688,0.9867620891511378,0.4643378980428805,22,1,18.625,0;1;2;3;4;5;6;38
4MZCA,22,15,1.5853015184402466,0.5224241911082573,D1,k_far=16,16,C0,0.5224241911082573,1.592368245124817,1.0044576546495225,0.4820334635412652,22,1,19.5625,0;1;2;3;4;5;6;38;39;40;41;42;43;44;45;46
4MZCA,22,15,1.5853015184402466,0.5224241911082573,D2,mask_far_k=7,7,FULL,1.0,1.5372341871261597,0.9696793759704592,-0.030320624029540832,22,1,19.0,0;1;2;3;4;5;6
4MZCA,22,15,1.5853015184402466,0.5224241911082573,D3,bin=near,4,C0,0.5224241911082573,1.4945911169052124,0.9427803477888025,0.42035615668054516,22,1,19.0,1;38;41;42
4MZCA,22,15,1.5853015184402466,0.5224241911082573,D3,bin=mid,4,C0,0.5224241911082573,1.4412431716918945,0.9091287398184739,0.38670454871021653,22,1,32.25,49;51;58;59
4MZCA,22,15,1.5853015184402466,0.5224241911082573,D3,bin=far,4,C0,0.5224241911082573,1.5506287813186646,0.9781286167216341,0.45570442561337676,22,1,60.5,71;82;87;90
4MZCA,22,15,1.5853015184402466,0.5224241911082573,D3,bin=veryfar,4,C0,0.5224241911082573,1.5114219188690186,0.9533971306329682,0.43097293952471083,22,1,82.5,100;101;108;109
1H4XA,46,21,1.7232521772384644,0.5224641347035254,D1,k_far=2,2,C0,0.5224641347035254,1.1454609632492065,0.6647088443461733,0.1422447096426479,46,1,45.5,0;1
1H4XA,46,21,1.7232521772384644,0.5224641347035254,D1,k_far=4,4,C0,0.5224641347035254,1.3201206922531128,0.7660635568548212,0.24359942215129582,46,1,44.5,0;1;2;3
1H4XA,46,21,1.7232521772384644,0.5224641347035254,D1,k_far=8,8,C0,0.5224641347035254,1.5697304010391235,0.9109116017799777,0.3884474670764523,46,1,42.5,0;1;2;3;4;5;6;7
1H4XA,46,21,1.7232521772384644,0.5224641347035254,D1,k_far=16,16,C0,0.5224641347035254,1.7321139574050903,1.0051424743770392,0.4826783396735138,46,1,38.5,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
1H4XA,46,21,1.7232521772384644,0.5224641347035254,D2,mask_far_k=8,8,FULL,1.0,1.706892728805542,0.9905066428181518,-0.009493357181848183,46,1,42.5,0;1;2;3;4;5;6;7
1H4XA,46,21,1.7232521772384644,0.5224641347035254,D3,bin=near,4,C0,0.5224641347035254,1.4819566011428833,0.8599766306506221,0.33751249594709676,46,1,24.0,19;22;23;24
1H4XA,46,21,1.7232521772384644,0.5224641347035254,D3,bin=mid,4,C0,0.5224641347035254,1.3369563817977905,0.7758332758588368,0.2533691411553114,46,1,44.0,2;9;91;96
1H4XA,46,21,1.7232521772384644,0.5224641347035254,D3,bin=far,4,C0,0.5224641347035254,1.3754174709320068,0.798152173604755,0.2756880389012296,46,1,61.0,99;104;109;116
1F86A,61,19,1.7195990085601807,0.6630763362768718,D1,k_far=2,2,C0,0.6630763362768718,1.5916253328323364,0.9255793501329147,0.2625030138560429,61,1,60.5,0;1
1F86A,61,19,1.7195990085601807,0.6630763362768718,D1,k_far=4,4,C0,0.6630763362768718,1.8016234636306763,1.0476997571306899,0.38462342085381807,61,1,59.5,0;1;2;3
1F86A,61,19,1.7195990085601807,0.6630763362768718,D1,k_far=8,8,C0,0.6630763362768718,1.8693941831588745,1.087110526263979,0.4240341899871073,61,1,57.5,0;1;2;3;4;5;6;7
1F86A,61,19,1.7195990085601807,0.6630763362768718,D1,k_far=16,16,C0,0.6630763362768718,1.833011507987976,1.0659528755618182,0.4028765392849464,61,1,53.5,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
1F86A,61,19,1.7195990085601807,0.6630763362768718,D2,mask_far_k=8,8,FULL,1.0,1.6972897052764893,0.9870264502522765,-0.012973549747723467,61,1,57.5,0;1;2;3;4;5;6;7
1F86A,61,19,1.7195990085601807,0.6630763362768718,D3,bin=near,4,C0,0.6630763362768718,1.8472166061401367,1.0742135794128016,0.4111372431359298,61,1,24.5,35;39;84;88
1F86A,61,19,1.7195990085601807,0.6630763362768718,D3,bin=mid,4,C0,0.6630763362768718,1.7699804306030273,1.029298354902537,0.36622201862566517,61,1,37.25,17;91;98;99
1F86A,61,19,1.7195990085601807,0.6630763362768718,D3,bin=far,4,C0,0.6630763362768718,1.6665902137756348,0.9691737465998366,0.3060974103229648,61,1,53.75,4;5;111;113
3N08A,111,20,1.5312318801879883,0.7609575750819157,D1,k_far=2,2,C0,0.7609575750819157,1.2736868858337402,0.8318053603203263,0.07084778523841051,111,1,110.5,0;1
3N08A,111,20,1.5312318801879883,0.7609575750819157,D1,k_far=4,4,C0,0.7609575750819157,1.3359675407409668,0.8724789223804241,0.11152134729850838,111,1,109.5,0;1;2;3
3N08A,111,20,1.5312318801879883,0.7609575750819157,D1,k_far=8,8,C0,0.7609575750819157,1.38166081905365,0.9023197837835144,0.14136220870159866,111,1,107.5,0;1;2;3;4;5;6;7
3N08A,111,20,1.5312318801879883,0.7609575750819157,D1,k_far=16,16,C0,0.7609575750819157,1.440625548362732,0.940827817786727,0.17987024270481122,111,1,103.5,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
3N08A,111,20,1.5312318801879883,0.7609575750819157,D2,mask_far_k=8,8,FULL,1.0,1.5339280366897583,1.001760776102336,0.001760776102335937,111,1,107.5,0;1;2;3;4;5;6;7
3N08A,111,20,1.5312318801879883,0.7609575750819157,D3,bin=near,4,C0,0.7609575750819157,1.3691444396972656,0.8941457250283849,0.1331881499464691,111,1,25.25,83;84;89;135
3N08A,111,20,1.5312318801879883,0.7609575750819157,D3,bin=mid,4,C0,0.7609575750819157,1.419169545173645,0.9268155682595993,0.16585799317768357,111,1,37.25,67;77;142;151
3N08A,111,20,1.5312318801879883,0.7609575750819157,D3,bin=far,4,C0,0.7609575750819157,1.4037880897521973,0.9167704172798801,0.15581284219796432,111,1,68.25,33;40;48;50
3N08A,111,20,1.5312318801879883,0.7609575750819157,D3,bin=veryfar,4,C0,0.7609575750819157,1.3794214725494385,0.900857336107767,0.13989976102585122,111,1,90.0,11;22;24;27
2D59A,80,20,1.6569877862930298,0.5009436452455035,D1,k_far=2,2,C0,0.5009436452455035,1.0818862915039062,0.6529235160654228,0.15197987081991926,80,1,79.5,0;1
2D59A,80,20,1.6569877862930298,0.5009436452455035,D1,k_far=4,4,C0,0.5009436452455035,1.170794129371643,0.7065798185458647,0.2056361733003612,80,1,78.5,0;1;2;3
2D59A,80,20,1.6569877862930298,0.5009436452455035,D1,k_far=8,8,C0,0.5009436452455035,1.3062289953231812,0.7883154034861313,0.2873717582406278,80,1,76.5,0;1;2;3;4;5;6;7
2D59A,80,20,1.6569877862930298,0.5009436452455035,D1,k_far=16,16,C0,0.5009436452455035,1.4739798307418823,0.8895538295061498,0.3886101842606463,80,1,72.5,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
2D59A,80,20,1.6569877862930298,0.5009436452455035,D2,mask_far_k=8,8,FULL,1.0,1.656662940979004,0.9998039543099152,-0.00019604569008480066,80,1,76.5,0;1;2;3;4;5;6;7
2D59A,80,20,1.6569877862930298,0.5009436452455035,D3,bin=near,4,C0,0.5009436452455035,1.4950276613235474,0.9022562952429387,0.4013126499974352,80,1,25.5,52;53;101;106
2D59A,80,20,1.6569877862930298,0.5009436452455035,D3,bin=mid,4,C0,0.5009436452455035,1.2500287294387817,0.7543982760641306,0.25345463081862707,80,1,39.0,48;116;120;128
2D59A,80,20,1.6569877862930298,0.5009436452455035,D3,bin=far,4,C0,0.5009436452455035,1.1847273111343384,0.7149885599246206,0.21404491467911713,80,1,58.75,18;21;22;24
4LH6A,127,46,1.549241304397583,0.6504901747294433,D1,k_far=2,2,C0,0.6504901747294433,1.1561912298202515,0.7462951229988232,0.09580494826937991,127,1,126.5,0;1
4LH6A,127,46,1.549241304397583,0.6504901747294433,D1,k_far=4,4,C0,0.6504901747294433,1.2616914510726929,0.8143931145466697,0.16390293981722648,127,1,125.5,0;1;2;3
4LH6A,127,46,1.549241304397583,0.6504901747294433,D1,k_far=8,8,C0,0.6504901747294433,1.3742692470550537,0.887059519491338,0.23656934476189473,127,1,123.5,0;1;2;3;4;5;6;7
4LH6A,127,46,1.549241304397583,0.6504901747294433,D1,k_far=16,16,C0,0.6504901747294433,1.453092336654663,0.937938029750435,0.2874478550209918,127,1,119.5,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
4LH6A,127,46,1.549241304397583,0.6504901747294433,D2,mask_far_k=8,8,FULL,1.0,1.551267385482788,1.001307789225251,0.0013077892252510992,127,1,123.5,0;1;2;3;4;5;6;7
4LH6A,127,46,1.549241304397583,0.6504901747294433,D3,bin=near,4,C0,0.6504901747294433,1.3087245225906372,0.8447518917006477,0.19426171697120442,127,1,50.75,72;78;176;177
4LH6A,127,46,1.549241304397583,0.6504901747294433,D3,bin=mid,4,C0,0.6504901747294433,1.2505117654800415,0.807176881955325,0.15668670722588174,127,1,65.25,53;186;189;193
4LH6A,127,46,1.549241304397583,0.6504901747294433,D3,bin=far,4,C0,0.6504901747294433,1.2521920204162598,0.8082614482726886,0.15777127354324538,127,1,85.75,38;205;210;220
4LH6A,127,46,1.549241304397583,0.6504901747294433,D3,bin=veryfar,4,C0,0.6504901747294433,1.2289249897003174,0.7932431095220382,0.142752934792595,127,1,136.5,236;243;257;318
2D5MA,119,27,1.394659399986267,0.6602836369610328,D1,k_far=2,2,C0,0.6602836369610328,1.0608575344085693,0.7606570711236129,0.10037343416258016,119,1,118.5,0;1
2D5MA,119,27,1.394659399986267,0.6602836369610328,D1,k_far=4,4,C0,0.6602836369610328,1.164084792137146,0.8346731769409854,0.17438953997995266,119,1,117.5,0;1;2;3
2D5MA,119,27,1.394659399986267,0.6602836369610328,D1,k_far=8,8,C0,0.6602836369610328,1.2299631834030151,0.8819093632575282,0.22162572629649546,119,1,115.5,0;1;2;3;4;5;6;7
2D5MA,119,27,1.394659399986267,0.6602836369610328,D1,k_far=16,16,C0,0.6602836369610328,1.3423668146133423,0.9625051210543307,0.30222148409329797,119,1,111.5,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
2D5MA,119,27,1.394659399986267,0.6602836369610328,D2,mask_far_k=8,8,FULL,1.0,1.3925455808639526,0.9984843474167705,-0.0015156525832294987,119,1,115.5,0;1;2;3;4;5;6;7
2D5MA,119,27,1.394659399986267,0.6602836369610328,D3,bin=near,4,C0,0.6602836369610328,1.1792716979980469,0.8455625065228535,0.1852788695618207,119,1,34.25,83;85;151;154
2D5MA,119,27,1.394659399986267,0.6602836369610328,D3,bin=mid,4,C0,0.6602836369610328,1.1052573919296265,0.7924926988915786,0.13220906193054582,119,1,44.25,66;78;159;162
2D5MA,119,27,1.394659399986267,0.6602836369610328,D3,bin=far,4,C0,0.6602836369610328,1.094914436340332,0.7850765831077562,0.12479294614672343,119,1,68.0,48;49;58;189
2D5MA,119,27,1.394659399986267,0.6602836369610328,D3,bin=veryfar,4,C0,0.6602836369610328,1.1498814821243286,0.8244891061829513,0.1642054692219186,119,1,115.5,0;2;3;9
